fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality rate,Quality
6,0.45,0.65,9.7,0.08,11,159,0.9956,3.04,0.48,9.4,5,Bad
7.7,0.34,0.58,11.1,0.039,41,151,0.9978,3.06,0.49,8.6,5,Bad
6.3,0.26,0.21,4,0.03,24,125,0.9915,3.06,0.34,10.7,6,good
10.3,0.17,0.47,1.4,0.037,5,33,0.9939,2.89,0.28,9.6,3,Bad
7.7,0.15,0.29,1.3,0.029,10,64,0.9932,3.35,0.39,10.1,5,Bad
7.1,0.21,0.32,2.2,0.037,28,141,0.993,3.2,0.57,10,7,good
6.9,0.36,0.34,4.2,0.018,57,119,0.9898,3.28,0.36,12.7,9,premium
6,0.28,0.34,1.6,0.119,33,104,0.9921,3.19,0.38,10.2,6,good
6.2,0.16,0.54,1.4,0.126,37,110,0.9932,3.23,0.37,8.9,6,good
6.9,0.12,0.36,2.2,0.037,18,111,0.9919,3.41,0.82,11.9,8,premium
7.1,0.21,0.32,2.2,0.037,28,141,0.993,3.2,0.57,10,7,good
8.8,0.36,0.44,1.9,0.04,9,121,0.9953,3.19,0.48,9.9,6,good
7.4,0.26,0.43,6,0.022,22,125,0.9928,3.13,0.55,11.5,6,good
7.4,0.26,0.43,6,0.022,22,125,0.9928,3.13,0.55,11.5,6,good
6.8,0.23,0.29,12.2,0.035,38,236,0.9976,3.35,0.52,9.8,6,good
6.1,0.34,0.27,2.6,0.024,20,105,0.9906,3.4,0.67,12.2,7,good
7.3,0.26,0.31,1.6,0.04,39,173,0.9918,3.19,0.51,11.4,6,good
6.5,0.3,0.32,2,0.044,34,90,0.99185,3.37,0.68,11,7,good
7.3,0.26,0.31,1.6,0.04,39,173,0.9918,3.19,0.51,11.4,6,good
6.5,0.3,0.32,2,0.044,34,90,0.99185,3.37,0.68,11,7,good
5,0.31,0,6.4,0.046,43,166,0.994,3.3,0.63,9.9,6,good
5.8,0.26,0.18,1.2,0.031,40,114,0.9908,3.42,0.4,11,7,good
5.9,0.26,0.3,1,0.036,38,114,0.9928,3.58,0.48,9.4,5,Bad
7,0.31,0.29,1.4,0.037,33,128,0.9896,3.12,0.36,12.2,7,good
5.8,0.26,0.18,1.2,0.031,40,114,0.9908,3.42,0.4,11,7,good
5.6,0.19,0.39,1.1,0.043,17,67,0.9918,3.23,0.53,10.3,6,good
6.8,0.18,0.28,8.7,0.047,52,242,0.9952,3.22,0.53,10.5,6,good
7,0.29,0.26,1.6,0.044,12,87,0.9923,3.08,0.46,10.5,6,good
6.6,0.26,0.29,1.4,0.039,13,67,0.9915,3.05,0.49,10.9,6,good
6.8,0.18,0.28,8.5,0.047,52,242,0.9952,3.22,0.53,10.5,6,good
6.6,0.2,0.38,7.9,0.052,30,145,0.9947,3.32,0.56,11,7,good
8,0.29,0.29,13.2,0.046,26,113,0.9983,3.25,0.37,9.7,6,good
6.1,0.28,0.35,12.8,0.048,63,229,0.9975,3.08,0.4,8.9,5,Bad
5.9,0.31,0.3,7.7,0.047,60,206,0.995,3.2,0.39,9.6,6,good
6.9,0.21,0.28,2.4,0.056,49,159,0.9944,3.02,0.47,8.8,8,premium
8.4,0.19,0.42,1.6,0.047,9,101,0.994,3.06,0.65,11.1,4,Bad
8.3,0.27,0.45,1.3,0.048,8,72,0.9944,3.08,0.61,10.3,4,Bad
7.1,0.25,0.39,2.1,0.036,30,124,0.9908,3.28,0.43,12.2,8,premium
8,0.23,0.37,9.6,0.054,23,159,0.99795,3.32,0.47,9.8,4,Bad
7.5,0.24,0.31,13,0.049,46,217,0.9985,3.08,0.53,8.8,5,Bad
6.3,0.33,0.2,5.8,0.04,24,144,0.99425,3.15,0.63,9.9,5,Bad
6.2,0.33,0.19,5.6,0.042,22,143,0.99425,3.15,0.63,9.9,5,Bad
6.3,0.34,0.19,5.8,0.041,22,145,0.9943,3.15,0.63,9.9,5,Bad
5.8,0.29,0.05,0.8,0.038,11,30,0.9924,3.36,0.35,9.2,5,Bad
8,0.32,0.26,1.2,0.05,11.5,88,0.9946,3.24,0.37,9.5,4,Bad
5.6,0.29,0.05,0.8,0.038,11,30,0.9924,3.36,0.35,9.2,5,Bad
7.4,0.13,0.39,4.7,0.042,36,137,0.995,3.36,0.56,10.3,7,good
7.7,0.3,0.32,1.6,0.037,23,124,0.9919,2.93,0.33,11,6,good
7,0.24,0.34,1.4,0.031,27,107,0.99,3.06,0.39,11.9,6,good
8.6,0.18,0.4,1.1,0.04,20,107,0.9923,2.94,0.32,10.2,7,good
7,0.11,0.32,4.6,0.057,59,144,0.9956,3.55,0.44,9.4,7,good
7.7,0.32,0.62,10.6,0.036,56,153,0.9978,3.13,0.44,8.9,6,good
7.7,0.32,0.62,10.6,0.036,56,153,0.9978,3.13,0.44,8.9,6,good
6.5,0.26,0.27,12.9,0.044,69,215,0.9967,3.17,0.43,10,6,good
7.9,0.28,0.41,2,0.044,50,152,0.9934,3.45,0.49,10.7,8,premium
6.3,0.27,0.23,2.9,0.047,13,100,0.9936,3.28,0.43,9.8,5,Bad
5.4,0.595,0.1,2.8,0.042,26,80,0.9932,3.36,0.38,9.3,5,Bad
6.7,0.25,0.33,2.9,0.057,52,173,0.9934,3.02,0.48,9.5,7,good
6.5,0.25,0.35,12,0.055,47,179,0.998,3.58,0.47,10,5,Bad
6.1,0.36,0.58,15,0.044,42,115,0.9978,3.15,0.51,9,5,Bad
7.7,0.17,0.52,5.9,0.017,21,84,0.9929,3.14,0.4,11.9,7,good
6.4,0.26,0.43,12.6,0.033,64,230,0.9974,3.08,0.38,8.9,5,Bad
6.5,0.26,0.28,12.5,0.046,80,225,0.99685,3.18,0.41,10,6,good
5.9,0.29,0.33,7.4,0.037,58,205,0.99495,3.26,0.41,9.6,5,Bad
6.2,0.28,0.43,13,0.039,64,233,0.99745,3.08,0.38,8.9,5,Bad
6.1,0.27,0.44,6.7,0.041,61,230,0.99505,3.12,0.4,8.9,5,Bad
6.4,0.43,0.32,1.4,0.048,10,67,0.992,3.08,0.41,11.4,5,Bad
6.1,0.36,0.58,15,0.044,42,115,0.9978,3.15,0.51,9,5,Bad
6.2,0.35,0.29,7.3,0.044,56,244,0.9956,3.36,0.55,10,6,good
7.7,0.24,0.29,15.3,0.044,39,194,0.9982,3.06,0.47,9.6,7,good
6.2,0.34,0.28,7.5,0.034,40,197,0.99485,3.14,0.6,9.7,5,Bad
6.3,0.27,0.46,11.75,0.037,61,212,0.9971,3.25,0.53,9.5,6,good
5.4,0.415,0.19,1.6,0.039,27,88,0.99265,3.54,0.41,10,7,good
6.9,0.48,0.36,3.5,0.03,31,135,0.9904,3.14,0.38,12.2,7,good
6.5,0.18,0.33,8,0.051,16,131,0.9965,3.28,0.44,8.7,7,good
6.7,0.15,0.29,5,0.058,28,105,0.9946,3.52,0.44,10.2,7,good
8.2,0.345,1,18.2,0.047,55,205,0.99965,2.96,0.43,9.6,5,Bad
8.5,0.16,0.35,1.6,0.039,24,147,0.9935,2.96,0.36,10,5,Bad
6.8,0.705,0.25,3.2,0.048,10,57,0.996,3.36,0.52,9.5,4,Bad
7.3,0.25,0.39,6.4,0.034,8,84,0.9942,3.18,0.46,11.5,5,Bad
7.6,0.345,0.26,1.9,0.043,15,134,0.9936,3.08,0.38,9.5,5,Bad
7.6,0.22,0.34,9.7,0.035,26,143,0.9965,3.08,0.49,9.8,6,good
6.5,0.17,0.33,1.4,0.028,14,99,0.9928,3.23,0.55,10.1,6,good
8.2,0.23,0.37,1.3,0.042,39,117,0.9928,2.99,0.36,10,5,Bad
7.6,0.22,0.34,9.7,0.035,26,143,0.9965,3.08,0.49,9.8,6,good
7.6,0.345,0.26,1.9,0.043,15,134,0.9936,3.08,0.38,9.5,5,Bad
7.5,0.32,0.26,1.8,0.042,13,133,0.9938,3.07,0.38,9.5,5,Bad
6.6,0.23,0.32,0.9,0.041,25,79,0.9926,3.39,0.54,10.2,7,good
6.6,0.2,0.32,1.1,0.039,25,78,0.9926,3.39,0.54,10.2,7,good
7.3,0.24,0.34,15.4,0.05,38,174,0.9983,3.03,0.42,9,6,good
7.3,0.24,0.34,15.4,0.05,38,174,0.9983,3.03,0.42,9,6,good
8,0.42,0.36,5,0.037,34,101,0.992,3.13,0.57,12.3,7,good
7.3,0.24,0.34,15.4,0.05,38,174,0.9983,3.03,0.42,9,6,good
6.1,0.19,0.25,4,0.023,23,112,0.9923,3.37,0.51,11.6,6,good
5.9,0.26,0.21,12.5,0.034,36,152,0.9972,3.28,0.43,9.5,6,good
8.3,0.23,0.43,3.2,0.035,14,101,0.9928,3.15,0.36,11.5,5,Bad
6.5,0.34,0.28,1.8,0.041,43,188,0.9928,3.13,0.37,9.6,6,good
6.8,0.22,0.35,17.5,0.039,38,153,0.9994,3.24,0.42,9,6,good
6.5,0.08,0.33,1.9,0.028,23,93,0.991,3.34,0.7,12,7,good
5.5,0.42,0.09,1.6,0.019,18,68,0.9906,3.33,0.51,11.4,7,good
5.1,0.42,0.01,1.5,0.017,25,102,0.9894,3.38,0.36,12.3,7,good
6,0.27,0.19,1.7,0.02,24,110,0.9898,3.32,0.47,12.6,7,good
6.8,0.22,0.35,17.5,0.039,38,153,0.9994,3.24,0.42,9,6,good
6.5,0.08,0.33,1.9,0.028,23,93,0.991,3.34,0.7,12,7,good
7.1,0.13,0.38,1.8,0.046,14,114,0.9925,3.32,0.9,11.7,6,good
7.6,0.3,0.25,4.3,0.054,22,111,0.9956,3.12,0.49,9.2,5,Bad
6.6,0.13,0.3,4.9,0.058,47,131,0.9946,3.51,0.45,10.3,6,good
6.5,0.14,0.33,7.6,0.05,53,189,0.9966,3.25,0.49,8.6,5,Bad
7.7,0.28,0.33,6.7,0.037,32,155,0.9951,3.39,0.62,10.7,7,good
6,0.2,0.71,1.6,0.15,10,54,0.9927,3.12,0.47,9.8,5,Bad
6,0.19,0.71,1.5,0.152,9,55,0.9927,3.12,0.46,9.8,6,good
7.7,0.28,0.33,6.7,0.037,32,155,0.9951,3.39,0.62,10.7,7,good
5.1,0.39,0.21,1.7,0.027,15,72,0.9894,3.5,0.45,12.5,6,good
5.7,0.36,0.34,4.2,0.026,21,77,0.9907,3.41,0.45,11.9,6,good
6.9,0.19,0.33,1.6,0.043,63,149,0.9925,3.44,0.52,10.8,5,Bad
6,0.41,0.21,1.9,0.05,29,122,0.9928,3.42,0.52,10.5,6,good
7.4,0.28,0.3,5.3,0.054,44,161,0.9941,3.12,0.48,10.3,6,good
7.4,0.3,0.3,5.2,0.053,45,163,0.9941,3.12,0.45,10.3,6,good
6.9,0.19,0.33,1.6,0.043,63,149,0.9925,3.44,0.52,10.8,5,Bad
7.7,0.28,0.39,8.9,0.036,8,117,0.9935,3.06,0.38,12,7,good
8.6,0.16,0.38,3.4,0.04,41,143,0.9932,2.95,0.39,10.2,6,good
8.2,0.26,0.44,1.3,0.046,7,69,0.9944,3.14,0.62,10.2,4,Bad
6.5,0.25,0.27,15.2,0.049,75,217,0.9972,3.19,0.39,9.9,5,Bad
7,0.24,0.18,1.3,0.046,9,62,0.994,3.38,0.47,10.1,4,Bad
8.6,0.18,0.36,1.8,0.04,24,187,0.9956,3.25,0.55,9.5,6,good
7.8,0.27,0.34,1.6,0.046,27,154,0.9927,3.05,0.45,10.5,6,good
6,0.26,0.34,1.3,0.046,6,29,0.9924,3.29,0.63,10.4,5,Bad
6.1,0.24,0.27,9.8,0.062,33,152,0.9966,3.31,0.47,9.5,6,good
8,0.24,0.3,17.45,0.056,43,184,0.9997,3.05,0.5,9.2,6,good
7.6,0.21,0.6,2.1,0.046,47,165,0.9936,3.05,0.54,10.1,7,good
8,0.19,0.36,1.8,0.05,16,84,0.9936,3.15,0.45,9.8,7,good
6.4,0.28,0.41,6.8,0.045,61,216,0.9952,3.09,0.46,9.4,5,Bad
6.4,0.28,0.43,7.1,0.045,60,221,0.9952,3.09,0.45,9.4,6,good
6.9,0.24,0.39,1.3,0.063,18,136,0.9928,3.31,0.48,10.4,7,good
5.8,0.36,0.26,3.3,0.038,40,153,0.9911,3.34,0.55,11.3,6,good
6.6,0.18,0.28,3.3,0.044,18,91,0.993,3.42,0.64,10.8,6,good
5.8,0.36,0.26,3.3,0.038,40,153,0.9911,3.34,0.55,11.3,6,good
5.1,0.52,0.06,2.7,0.052,30,79,0.9932,3.32,0.43,9.3,5,Bad
6.6,0.22,0.37,1.2,0.059,45,199,0.993,3.37,0.55,10.3,7,good
8.3,0.15,0.39,1.3,0.055,32,146,0.993,3.08,0.39,10.5,6,good
7.6,0.16,0.44,1.4,0.043,25,109,0.9932,3.11,0.75,10.3,6,good
7.7,0.16,0.41,1.7,0.048,60,173,0.9932,3.24,0.66,11.2,7,good
8.3,0.16,0.48,1.7,0.057,31,98,0.9943,3.15,0.41,10.3,6,good
6.2,0.25,0.47,11.6,0.048,62,210,0.9968,3.19,0.5,9.5,5,Bad
6.1,0.16,0.27,12.6,0.064,63,162,0.9994,3.66,0.43,8.9,5,Bad
7.6,0.39,0.22,2.8,0.036,19,113,0.9926,3.03,0.29,10.2,5,Bad
6.8,0.37,0.47,11.2,0.071,44,136,0.9968,2.98,0.88,9.2,5,Bad
7.6,0.16,0.44,1.4,0.043,25,109,0.9932,3.11,0.75,10.3,6,good
7.1,0.18,0.42,1.4,0.045,47,157,0.9916,2.95,0.31,10.5,6,good
8.3,0.14,0.26,1.5,0.049,56,189,0.9946,3.21,0.62,9.5,6,good
8.6,0.2,0.42,1.5,0.041,35,125,0.9925,3.11,0.49,11.4,7,good
8.6,0.2,0.42,1.5,0.041,35,125,0.9925,3.11,0.49,11.4,7,good
6.8,0.19,0.32,7.05,0.019,54,188,0.9935,3.25,0.37,11.1,8,premium
7.6,0.19,0.38,10.6,0.06,48,174,0.9962,3.13,0.38,10.5,6,good
6.8,0.34,0.74,2.8,0.088,23,185,0.9928,3.51,0.7,12,6,good
6.2,0.15,0.46,1.6,0.039,38,123,0.993,3.38,0.51,9.7,6,good
6.6,0.14,0.44,1.6,0.042,47,140,0.993,3.32,0.51,10.2,6,good
8,0.55,0.17,8.2,0.04,13,60,0.9956,3.09,0.3,9.5,4,Bad
7,0.24,0.35,1.5,0.052,51,128,0.9941,3.41,0.59,10.4,7,good
6.3,0.6,0.44,11,0.05,50,245,0.9972,3.19,0.57,9.3,4,Bad
7.1,0.2,0.41,2.1,0.054,24,166,0.9948,3.48,0.62,10.5,6,good
6.2,0.34,0.29,7.6,0.047,45,232,0.9955,3.35,0.62,10,6,good
7.1,0.3,0.36,6.8,0.055,44.5,234,0.9972,3.49,0.64,10.2,6,good
7.1,0.3,0.36,6.8,0.055,44.5,234,0.9972,3.49,0.64,10.2,6,good
7.9,0.64,0.46,10.6,0.244,33,227,0.9983,2.87,0.74,9.1,3,Bad
8.8,0.17,0.38,1.8,0.04,39,148,0.9942,3.16,0.67,10.2,6,good
7.5,0.17,0.37,1.5,0.06,18,75,0.9936,3.54,0.88,10.7,5,Bad
7.1,0.47,0.24,6,0.044,11,77,0.9956,3.21,0.56,9.7,5,Bad
7.1,0.15,0.34,5.3,0.034,33,104,0.9953,3.37,0.52,9.3,7,good
7.5,0.17,0.34,1.4,0.035,13,102,0.9918,3.05,0.74,11,5,Bad
8.2,0.68,0.3,2.1,0.047,17,138,0.995,3.22,0.71,10.8,4,Bad
7.7,0.275,0.3,1,0.039,19,75,0.992,3.01,0.56,10.7,5,Bad
7.3,0.49,0.32,5.2,0.043,18,104,0.9952,3.24,0.45,10.7,4,Bad
7.5,0.33,0.48,19.45,0.048,55,243,1.001,2.95,0.4,8.8,5,Bad
7.2,0.21,0.37,1.6,0.049,23,94,0.9924,3.16,0.48,10.9,7,good
7.3,0.15,0.4,2,0.05,24,92,0.9932,3.14,0.45,10.5,5,Bad
6.5,0.19,0.1,1.3,0.046,23,107,0.9937,3.29,0.45,10,5,Bad
7,0.31,0.52,1.7,0.029,5,61,0.9918,3.07,0.43,10.4,5,Bad
8.3,0.4,0.38,1.1,0.038,15,75,0.9934,3.03,0.43,9.2,5,Bad
6.1,0.37,0.36,4.7,0.035,36,116,0.991,3.31,0.62,12.6,6,good
7.3,0.24,0.34,7.5,0.048,29,152,0.9962,3.1,0.54,9,5,Bad
6.9,0.21,0.81,1.1,0.137,52,123,0.9932,3.03,0.39,9.2,6,good
7.6,0.29,0.42,1.3,0.035,18,86,0.9908,2.99,0.39,11.3,5,Bad
9.4,0.29,0.55,2.2,0.05,17,119,0.9962,3.12,0.69,10.3,4,Bad
7,0.31,0.52,1.7,0.029,5,61,0.9918,3.07,0.43,10.4,5,Bad
8.6,0.26,0.41,2.2,0.049,29,111,0.9941,2.96,0.44,10,5,Bad
7.5,0.21,0.34,1.2,0.06,26,111,0.9931,3.51,0.47,10.7,6,good
7.2,0.51,0.24,10,0.093,35,197,0.9981,3.41,0.47,9,5,Bad
7.5,0.21,0.34,1.2,0.06,26,111,0.9931,3.51,0.47,10.7,6,good
5.3,0.3,0.2,1.1,0.077,48,166,0.9944,3.3,0.54,8.7,4,Bad
8,0.26,0.36,2,0.054,30,121,0.992,3.09,0.72,11.6,7,good
7,0.21,0.28,7.5,0.07,45,185,0.9966,3.34,0.55,9.4,5,Bad
6.7,0.26,0.26,4,0.079,35.5,216,0.9956,3.31,0.68,9.5,5,Bad
6.7,0.26,0.26,4.1,0.073,36,202,0.9956,3.3,0.67,9.5,5,Bad
8.1,0.26,0.37,1.9,0.072,48,159,0.9949,3.37,0.7,10.9,6,good
8.3,0.22,0.38,14.8,0.054,32,126,1.0002,3.22,0.5,9.7,5,Bad
6.4,0.3,0.51,5.5,0.048,62,172,0.9942,3.08,0.45,9.1,6,good
7.5,0.19,0.34,2.6,0.037,33,125,0.9923,3.1,0.49,11.1,7,good
8.8,0.33,0.44,6.35,0.024,9,87,0.9917,2.96,0.4,12.6,7,good
6.9,0.2,0.36,1.5,0.031,38,147,0.9931,3.35,0.56,11,6,good
8,0.37,0.32,1.6,0.04,32,166,0.992,3,0.55,11.3,7,good
8.3,0.22,0.38,14.8,0.054,32,126,1.0002,3.22,0.5,9.7,5,Bad
8.2,0.29,0.33,9.1,0.036,28,118,0.9953,2.96,0.4,10.9,7,good
7.7,0.34,0.3,8,0.048,25,192,0.9951,2.97,0.47,10.9,5,Bad
6.2,0.55,0.45,12,0.049,27,186,0.9974,3.17,0.5,9.3,6,good
6.4,0.4,0.19,3.2,0.033,28,124,0.9904,3.22,0.54,12.7,7,good
7.5,0.28,0.33,7.7,0.048,42,180,0.9974,3.37,0.59,10.1,6,good
7.8,0.26,0.44,1.3,0.037,43,132,0.9944,3.18,0.65,10,5,Bad
6.5,0.26,0.34,16.3,0.051,56,197,1.0004,3.49,0.42,9.8,5,Bad
6.3,0.34,0.29,6.2,0.046,29,227,0.9952,3.29,0.53,10.1,6,good
6.8,0.15,0.33,4.7,0.059,31,118,0.9956,3.43,0.39,9,7,good
6.3,0.27,0.25,5.8,0.038,52,155,0.995,3.28,0.38,9.4,6,good
6.3,0.27,0.25,5.8,0.038,52,155,0.995,3.28,0.38,9.4,6,good
7.4,0.2,0.37,16.95,0.048,43,190,0.9995,3.03,0.42,9.2,6,good
6.3,0.23,0.21,5.1,0.035,29,142,0.9942,3.36,0.33,10.1,7,good
7.3,0.31,0.69,10.2,0.041,58,160,0.9977,3.06,0.45,8.6,5,Bad
5.2,0.24,0.45,3.8,0.027,21,128,0.992,3.55,0.49,11.2,8,premium
7,0.24,0.32,1.3,0.037,39,123,0.992,3.17,0.42,11.2,8,premium
7.4,0.2,0.37,16.95,0.048,43,190,0.9995,3.03,0.42,9.2,6,good
7,0.17,0.33,4,0.034,17,127,0.9934,3.19,0.39,10.6,7,good
8.3,0.21,0.58,17.1,0.049,62,213,1.0006,3.01,0.51,9.3,6,good
7.2,0.21,0.35,14.5,0.048,35,178,0.9982,3.05,0.47,8.9,6,good
7.1,0.21,0.4,1.2,0.069,24,156,0.9928,3.42,0.43,10.6,6,good
8.4,0.17,0.31,6.7,0.038,29,132,0.9945,3.1,0.32,10.6,7,good
7.4,0.24,0.31,8.4,0.045,52,183,0.9963,3.09,0.32,8.8,5,Bad
5.3,0.24,0.33,1.3,0.033,25,97,0.9906,3.59,0.38,11,8,premium
6.5,0.28,0.26,8.8,0.04,44,139,0.9956,3.32,0.37,10.2,6,good
6.3,0.23,0.21,5.1,0.035,29,142,0.9942,3.36,0.33,10.1,7,good
6.5,0.29,0.25,10.6,0.039,32,120,0.9962,3.31,0.34,10.1,6,good
5.8,0.29,0.21,2.6,0.025,12,120,0.9894,3.39,0.79,14,7,good
6.3,0.27,0.25,5.8,0.038,52,155,0.995,3.28,0.38,9.4,6,good
6.3,0.17,0.42,2.8,0.028,45,107,0.9908,3.27,0.43,11.8,6,good
6.3,0.16,0.4,1.6,0.033,59,148,0.9914,3.44,0.53,11.4,5,Bad
7.9,0.29,0.39,6.7,0.036,6,117,0.9938,3.12,0.42,10.7,5,Bad
7.3,0.31,0.69,10.2,0.041,58,160,0.9977,3.06,0.45,8.6,5,Bad
5.5,0.32,0.45,4.9,0.028,25,191,0.9922,3.51,0.49,11.5,7,good
5.2,0.24,0.45,3.8,0.027,21,128,0.992,3.55,0.49,11.2,8,premium
7.2,0.37,0.15,2,0.029,27,87,0.9903,3.3,0.59,12.6,7,good
6.1,0.29,0.27,1.7,0.024,13,76,0.9893,3.21,0.51,12.6,7,good
9.2,0.22,0.4,2.4,0.054,18,151,0.9952,3.04,0.46,9.3,4,Bad
7.2,0.37,0.15,2,0.029,27,87,0.9903,3.3,0.59,12.6,7,good
8,0.18,0.37,1.3,0.04,15,96,0.9912,3.06,0.61,12.1,6,good
6.5,0.22,0.34,12,0.053,55,177,0.9983,3.52,0.44,9.9,6,good
7.4,0.18,0.4,1.6,0.047,22,102,0.9937,3.28,0.44,10.7,5,Bad
6.5,0.52,0.17,1.4,0.047,5,26,0.9932,3.26,0.32,10,4,Bad
7,0.15,0.38,2.2,0.047,33,96,0.9928,3.13,0.39,10.4,8,premium
5.9,0.415,0.13,1.4,0.04,11,64,0.9922,3.29,0.52,10.5,5,Bad
8.1,0.45,0.34,8.3,0.037,33,216,0.9976,3.31,0.64,9.7,5,Bad
5.8,0.415,0.13,1.4,0.04,11,64,0.9922,3.29,0.52,10.5,5,Bad
6.4,0.5,0.16,12.9,0.042,26,138,0.9974,3.28,0.33,9,5,Bad
6.7,0.105,0.32,12.4,0.051,34,106,0.998,3.54,0.45,9.2,6,good
6,0.4,0.3,1.6,0.047,30,117,0.9931,3.17,0.48,10.1,6,good
6.6,0.25,0.39,1.45,0.04,40,89,0.9911,3.35,0.4,11.4,7,good
9.8,0.36,0.45,1.6,0.042,11,124,0.9944,2.93,0.46,10.8,5,Bad
9.6,0.23,0.4,1.5,0.044,19,135,0.9937,2.96,0.49,10.9,5,Bad
6.3,0.55,0.45,13,0.047,33,182,0.9974,3.2,0.46,9.2,6,good
6.5,0.115,0.29,1.95,0.038,73,166,0.989,3.12,0.25,12.9,7,good
6.4,0.125,0.29,5.85,0.042,24,99,0.992,3.23,0.32,12,7,good
5.7,0.1,0.27,1.3,0.047,21,100,0.9928,3.27,0.46,9.5,5,Bad
7.9,0.25,0.29,5.3,0.031,33,117,0.9918,3.06,0.32,11.8,7,good
6.9,0.2,0.28,1.2,0.048,36,159,0.9936,3.19,0.43,9.1,6,good
6.9,0.23,0.34,4,0.047,24,128,0.9944,3.2,0.52,9.7,6,good
6.8,0.39,0.31,14.35,0.043,28,162,0.9988,3.17,0.54,9.1,5,Bad
8.7,0.22,0.42,2.3,0.053,27,114,0.994,2.99,0.43,10,5,Bad
7.4,0.41,0.34,4.7,0.042,19,127,0.9953,3.25,0.42,10.4,5,Bad
6.7,0.25,0.34,12.85,0.048,30,161,0.9986,3.44,0.47,9.5,6,good
6,0.26,0.42,5.2,0.027,70,178,0.9914,3.4,0.4,12.3,8,premium
6.1,0.31,0.37,8.4,0.031,70,170,0.9934,3.42,0.4,11.7,8,premium
9.2,0.28,0.46,3.2,0.058,39,133,0.996,3.14,0.58,9.5,5,Bad
9,0.31,0.49,6.9,0.034,26,91,0.9937,2.99,0.34,11.5,5,Bad
8.5,0.16,0.33,1,0.076,17,57,0.9921,3.14,0.46,10.6,6,good
9.3,0.34,0.49,7.3,0.052,30,146,0.998,3.17,0.61,10.2,5,Bad
9.2,0.28,0.46,3.2,0.058,39,133,0.996,3.14,0.58,9.5,5,Bad
7.2,0.24,0.3,1.6,0.048,27,131,0.9933,3.25,0.45,10.5,5,Bad
7.2,0.25,0.32,1.5,0.047,27,132,0.9933,3.26,0.44,10.5,5,Bad
6.8,0.32,0.18,7.5,0.041,71,223,0.9959,3.14,0.41,8.9,5,Bad
9.1,0.27,0.32,1.1,0.031,15,151,0.9936,3.03,0.41,10.6,5,Bad
8.9,0.34,0.32,1.3,0.041,12,188,0.9953,3.17,0.49,9.5,5,Bad
7,0.17,0.37,5.7,0.025,29,111,0.9938,3.2,0.49,10.8,6,good
6.7,0.25,0.23,7.2,0.038,61,220,0.9952,3.14,0.35,9.5,5,Bad
6.9,0.32,0.17,7.6,0.042,69,219,0.9959,3.13,0.4,8.9,5,Bad
6.8,0.32,0.18,7.5,0.041,71,223,0.9959,3.14,0.41,8.9,5,Bad
6.1,0.6,0,1.3,0.042,24,79,0.9937,3.31,0.38,9.4,4,Bad
5.3,0.395,0.07,1.3,0.035,26,102,0.992,3.5,0.35,10.6,6,good
7.9,0.16,0.3,4.8,0.037,37,171,0.9967,3.47,0.44,9,4,Bad
7.6,0.33,0.36,2.1,0.034,26,172,0.9944,3.42,0.48,10.5,4,Bad
7.8,0.3,0.29,16.85,0.054,23,135,0.9998,3.16,0.38,9,6,good
7.8,0.3,0.29,16.85,0.054,23,135,0.9998,3.16,0.38,9,6,good
5.7,0.26,0.27,4.1,0.201,73.5,189.5,0.9942,3.27,0.38,9.4,6,good
7.8,0.3,0.29,16.85,0.054,23,135,0.9998,3.16,0.38,9,6,good
7.5,0.14,0.34,1.3,0.055,50,153,0.9945,3.29,0.8,9.6,6,good
