fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality rate,Quality
7.8,0.3,0.29,16.85,0.054,23,135,0.9998,3.16,0.38,9,6,good
6.6,0.25,0.41,7.4,0.043,29,151,0.9946,3.15,0.6,10.2,7,good
5.7,0.26,0.27,4.1,0.201,73.5,189.5,0.9942,3.27,0.38,9.4,6,good
8.2,0.23,0.49,0.9,0.057,15,73,0.9928,3.07,0.38,10.4,6,good
6,0.24,0.32,6.3,0.03,34,129,0.9946,3.52,0.41,10.4,5,Bad
6.1,0.45,0.27,0.8,0.039,13,82,0.9927,3.23,0.32,9.5,5,Bad
7.4,0.23,0.43,1.4,0.044,22,113,0.9938,3.22,0.62,10.6,6,good
7.2,0.2,0.38,1,0.037,21,74,0.9918,3.21,0.37,11,5,Bad
7.5,0.14,0.34,1.3,0.055,50,153,0.9945,3.29,0.8,9.6,6,good
7.7,0.25,0.43,4.5,0.062,20,115,0.9966,3.38,0.5,9.9,6,good
8.2,0.61,0.45,5.4,0.03,15,118,0.9954,3.14,0.34,9.6,5,Bad
7.6,0.21,0.44,1.9,0.036,10,119,0.9913,3.01,0.7,12.8,6,good
7.4,0.22,0.33,2,0.045,31,101,0.9931,3.42,0.55,11.4,5,Bad
7.2,0.26,0.26,12.7,0.036,49,214,0.9986,3.41,0.5,10,6,good
6.4,0.25,0.41,8.6,0.042,57,173,0.9965,3,0.44,9.1,5,Bad
6.3,0.32,0.35,11.1,0.039,29,198,0.9984,3.36,0.5,9.4,7,good
6.8,0.25,0.29,2,0.042,19,189,0.9952,3.46,0.54,10.2,6,good
9.8,0.44,0.4,2.8,0.036,35,167,0.9956,2.97,0.39,9.2,5,Bad
7.2,0.2,0.25,4.5,0.044,31,109,0.9949,3.23,0.36,9.4,5,Bad
8.2,0.61,0.45,5.4,0.03,15,118,0.9954,3.14,0.34,9.6,5,Bad
7.5,0.42,0.45,9.1,0.029,20,125,0.996,3.12,0.36,10.1,6,good
7.4,0.22,0.33,2,0.045,31,101,0.9931,3.42,0.55,11.4,5,Bad
6.4,0.26,0.3,2.2,0.025,33,134,0.992,3.21,0.47,10.6,6,good
7.9,0.46,0.32,4.1,0.033,40,138,0.9912,3.18,0.44,12.8,7,good
6.5,0.41,0.64,11.8,0.065,65,225,0.9978,3.12,0.51,8.9,5,Bad
7.5,0.32,0.37,1.2,0.048,22,184,0.9938,3.09,0.43,9.3,5,Bad
6.6,0.21,0.38,2.2,0.026,40,104,0.9914,3.25,0.4,11.1,8,premium
7.1,0.21,0.3,1.4,0.037,45,143,0.9932,3.13,0.33,9.9,6,good
7.6,0.26,0.47,1.6,0.068,5,55,0.9944,3.1,0.45,9.6,5,Bad
7.6,0.21,0.44,1.9,0.036,10,119,0.9913,3.01,0.7,12.8,6,good
6.9,0.25,0.26,5.2,0.024,36,135,0.9948,3.16,0.72,10.7,7,good
7.1,0.26,0.32,14.45,0.074,29,107,0.998,2.96,0.42,9.2,6,good
7.3,0.22,0.4,14.75,0.042,44.5,129.5,0.9998,3.36,0.41,9.1,7,good
6.2,0.37,0.22,8.3,0.025,36,216,0.9964,3.33,0.6,9.6,6,good
7.9,0.22,0.45,14.2,0.038,53,141,0.9992,3.03,0.46,9.2,6,good
6.9,0.25,0.26,5.2,0.024,36,135,0.9948,3.16,0.72,10.7,7,good
7.3,0.22,0.4,14.75,0.042,44.5,129.5,0.9998,3.36,0.41,9.1,7,good
7.1,0.26,0.32,14.45,0.074,29,107,0.998,2.96,0.42,9.2,6,good
7.4,0.25,0.37,6.9,0.02,14,93,0.9939,3,0.48,10.7,7,good
6.8,0.18,0.37,1.5,0.027,37,93,0.992,3.3,0.45,10.8,6,good
7,0.17,0.37,1.5,0.028,26,75,0.9922,3.3,0.46,10.8,7,good
6.4,0.3,0.38,7.8,0.046,35,192,0.9955,3.1,0.37,9,5,Bad
5,0.33,0.16,1.5,0.049,10,97,0.9917,3.48,0.44,10.7,6,good
5,0.33,0.16,1.5,0.049,10,97,0.9917,3.48,0.44,10.7,6,good
8.9,0.33,0.32,1.5,0.047,11,200,0.9954,3.19,0.46,9.4,5,Bad
7,0.26,0.46,15.55,0.037,61,171,0.9986,2.94,0.35,8.8,6,good
6.4,0.3,0.38,7.8,0.046,35,192,0.9955,3.1,0.37,9,5,Bad
6.3,0.21,0.4,1.7,0.031,48,134,0.9917,3.42,0.49,11.5,6,good
8,0.23,0.46,1.5,0.03,30,125,0.9907,3.23,0.47,12.5,6,good
9.2,0.28,0.41,1,0.042,14,59,0.9922,2.96,0.25,10.5,6,good
7.3,0.27,0.39,6.7,0.064,28,188,0.9958,3.29,0.3,9.7,5,Bad
7.6,0.32,0.36,1.6,0.04,32,155,0.993,3.23,0.52,11.3,6,good
5,0.33,0.16,1.5,0.049,10,97,0.9917,3.48,0.44,10.7,6,good
9.7,0.24,0.45,1.2,0.033,11,59,0.9926,2.74,0.47,10.8,6,good
8,0.28,0.42,7.1,0.045,41,169,0.9959,3.17,0.43,10.6,5,Bad
8.2,0.37,0.36,1,0.034,17,93,0.9906,3.04,0.32,11.7,8,premium
8,0.61,0.38,12.1,0.301,24,220,0.9993,2.94,0.48,9.2,5,Bad
7.2,0.26,0.44,7.1,0.027,25,126,0.993,3.02,0.34,11.1,8,premium
8.2,0.37,0.36,1,0.034,17,93,0.9906,3.04,0.32,11.7,8,premium
6.4,0.23,0.33,1.15,0.044,15.5,217.5,0.992,3.33,0.44,11,6,good
5.9,0.4,0.32,6,0.034,50,127,0.992,3.51,0.58,12.5,7,good
7.6,0.28,0.39,1.2,0.038,21,115,0.994,3.16,0.67,10,6,good
8,0.28,0.42,7.1,0.045,41,169,0.9959,3.17,0.43,10.6,5,Bad
7.2,0.23,0.39,2.3,0.033,29,102,0.9908,3.26,0.54,12.3,7,good
6.8,0.32,0.37,3.4,0.023,19,87,0.9902,3.14,0.53,12.7,6,good
7.2,0.23,0.39,2.3,0.033,29,102,0.9908,3.26,0.54,12.3,7,good
6.9,0.18,0.38,6.5,0.039,20,110,0.9943,3.1,0.42,10.5,5,Bad
9.4,0.26,0.53,1.2,0.047,25,109,0.9921,3.23,0.28,12.5,6,good
8.3,0.33,0.42,1.15,0.033,18,96,0.9911,3.2,0.32,12.4,3,Bad
7.3,0.29,0.3,13,0.043,46,238,0.9986,3.06,0.41,8.7,6,good
7.9,0.41,0.37,4.5,0.03,40,114,0.992,3.17,0.54,12.4,7,good
7.9,0.44,0.37,5.85,0.033,27,93,0.992,3.16,0.54,12.6,7,good
7.7,0.39,0.3,5.2,0.037,29,131,0.9943,3.38,0.44,11,6,good
7.7,0.26,0.31,1.3,0.043,47,155,0.9937,3.42,0.5,10.1,6,good
7.8,0.32,0.31,1.7,0.036,46,195,0.993,3.03,0.48,10.5,5,Bad
6.8,0.32,0.37,3.4,0.023,19,87,0.9902,3.14,0.53,12.7,6,good
7.3,0.24,0.39,3.6,0.024,35,116,0.9928,3.17,0.51,10.9,5,Bad
7.1,0.44,0.37,2.7,0.041,35,128,0.9896,3.07,0.43,13.5,7,good
10.3,0.25,0.48,2.2,0.042,28,164,0.998,3.19,0.59,9.7,5,Bad
7.9,0.14,0.28,1.8,0.041,44,178,0.9954,3.45,0.43,9.2,6,good
7.4,0.18,0.42,2.1,0.036,33,187,0.9938,3.4,0.41,10.6,7,good
8.1,0.43,0.42,6.6,0.033,36,141,0.9918,2.98,0.39,13.3,7,good
7.1,0.44,0.37,2.7,0.041,35,128,0.9896,3.07,0.43,13.5,7,good
6.4,0.26,0.22,5.1,0.037,23,131,0.9944,3.29,0.32,10.1,5,Bad
8,0.66,0.72,17.55,0.042,62,233,0.9999,2.92,0.68,9.4,4,Bad
8,0.2,0.4,5.2,0.055,41,167,0.9953,3.18,0.4,10.6,7,good
7.2,0.21,0.34,1.1,0.046,25,80,0.992,3.25,0.4,11.3,6,good
7.2,0.18,0.31,1.1,0.045,20,73,0.9925,3.32,0.4,10.8,7,good
8.4,0.57,0.44,10.7,0.051,46,195,0.9981,3.15,0.51,10.4,5,Bad
5.3,0.26,0.23,5.15,0.034,48,160,0.9952,3.82,0.51,10.5,7,good
5.7,0.245,0.33,1.1,0.049,28,150,0.9927,3.13,0.42,9.3,5,Bad
5.6,0.245,0.32,1.1,0.047,24,152,0.9927,3.12,0.42,9.3,6,good
7.3,0.25,0.41,1.8,0.037,52,165,0.9911,3.29,0.39,12.2,7,good
7,0.16,0.73,1,0.138,58,150,0.9936,3.08,0.3,9.2,5,Bad
6.4,0.22,0.34,1.8,0.057,29,104,0.9959,3.81,0.57,10.3,6,good
7.3,0.18,0.65,1.4,0.046,28,157,0.9946,3.33,0.62,9.4,6,good
6.4,0.17,0.27,6.7,0.036,88,223,0.9948,3.28,0.35,10.2,6,good
6.9,0.29,0.16,6.8,0.034,65,212,0.9955,3.08,0.39,9,6,good
6.2,0.21,0.38,6.8,0.036,64,245,0.9951,3.06,0.36,9.3,6,good
6.4,0.23,0.3,7.1,0.037,63,236,0.9952,3.06,0.34,9.2,6,good
7.3,0.19,0.68,1.5,0.05,31,156,0.9946,3.32,0.64,9.4,6,good
7.3,0.18,0.65,1.4,0.046,28,157,0.9946,3.33,0.62,9.4,6,good
9.6,0.29,0.46,1.45,0.039,77.5,223,0.9944,2.92,0.46,9.5,6,good
7.2,0.14,0.35,1.2,0.036,15,73,0.9938,3.46,0.39,9.9,5,Bad
6.9,0.31,0.34,7.4,0.059,36,174,0.9963,3.46,0.62,11.1,7,good
7.5,0.28,0.34,4.2,0.028,36,116,0.991,2.99,0.41,12.3,8,premium
8,0.22,0.42,14.6,0.044,45,163,1.0003,3.21,0.69,8.6,7,good
7.6,0.31,0.29,10.5,0.04,21,145,0.9966,3.04,0.35,9.4,5,Bad
8.4,0.35,0.56,13.8,0.048,55,190,0.9993,3.07,0.58,9.4,6,good
8,0.22,0.42,14.6,0.044,45,163,1.0003,3.21,0.69,8.6,7,good
8.1,0.5,0.47,1.1,0.037,23,126,0.9938,3.21,0.42,10.9,5,Bad
7,0.39,0.31,5.3,0.169,32,162,0.9965,3.2,0.48,9.4,5,Bad
8.1,0.5,0.47,1.1,0.037,23,126,0.9938,3.21,0.42,10.9,5,Bad
8.4,0.35,0.56,13.8,0.048,55,190,0.9993,3.07,0.58,9.4,6,good
6.2,0.22,0.27,1.5,0.064,20,132,0.9938,3.22,0.46,9.2,6,good
8,0.22,0.42,14.6,0.044,45,163,1.0003,3.21,0.69,8.6,7,good
7.6,0.31,0.29,10.5,0.04,21,145,0.9966,3.04,0.35,9.4,5,Bad
7,0.24,0.36,4.9,0.083,10,133,0.9942,3.33,0.37,10.8,6,good
6.6,0.27,0.3,1.9,0.025,14,153,0.9928,3.29,0.62,10.5,6,good
7.8,0.16,0.41,1.7,0.026,29,140,0.991,3.02,0.78,12.5,6,good
7.7,0.27,0.34,1.8,0.028,26,168,0.9911,2.99,0.48,12.1,7,good
7.4,0.31,0.74,10.7,0.039,51,147,0.9977,3.02,0.43,8.7,5,Bad
8,0.45,0.36,8.8,0.026,50,151,0.9927,3.07,0.25,12.7,8,premium
7.7,0.27,0.34,1.8,0.028,26,168,0.9911,2.99,0.48,12.1,7,good
7.8,0.16,0.41,1.7,0.026,29,140,0.991,3.02,0.78,12.5,6,good
6.6,0.16,0.29,1.8,0.05,40,147,0.9912,3.06,0.44,11.4,7,good
8.3,0.21,0.4,1.6,0.032,35,110,0.9907,3.02,0.6,12.9,7,good
7.2,0.32,0.33,1.4,0.029,29,109,0.9902,3.15,0.51,12.8,7,good
6.6,0.16,0.3,1.6,0.034,15,78,0.992,3.38,0.44,11.2,6,good
8.4,0.16,0.33,1.5,0.033,16,98,0.994,3.14,0.42,9.7,6,good
7.5,0.23,0.32,9.2,0.038,54,191,0.9966,3.04,0.56,9.7,6,good
6.2,0.17,0.3,1.1,0.037,14,79,0.993,3.5,0.54,10.3,6,good
6.9,0.39,0.22,4.3,0.03,10,102,0.993,3,0.87,11.6,4,Bad
6.9,0.41,0.22,4.2,0.031,10,102,0.993,3,0.86,11.6,4,Bad
7.5,0.23,0.32,9.2,0.038,54,191,0.9966,3.04,0.56,9.7,6,good
7.5,0.38,0.33,5,0.045,30,131,0.9942,3.32,0.44,10.9,6,good
7.3,0.42,0.38,6.8,0.045,29,122,0.9925,3.19,0.37,12.6,7,good
7.3,0.34,0.39,5.2,0.04,45,163,0.9925,3.3,0.47,12.4,6,good
7.8,0.23,0.28,4.75,0.042,45,166,0.9928,2.96,0.4,11.5,5,Bad
9,0.245,0.38,5.9,0.045,52,159,0.995,2.93,0.35,10.2,6,good
6.9,0.2,0.4,7.7,0.032,51,176,0.9939,3.22,0.27,11.4,5,Bad
7.4,0.19,0.42,6.4,0.067,39,212,0.9958,3.3,0.33,9.6,6,good
8.2,0.2,0.36,8.1,0.035,60,163,0.9952,3.05,0.3,10.3,6,good
8,0.59,0.71,17.35,0.038,61,228,1,2.95,0.75,9.3,5,Bad
7.9,0.14,0.45,1.8,0.05,17,114,0.9948,3.33,0.49,10.7,7,good
6.8,0.24,0.4,1.8,0.047,34,105,0.99,3.13,0.49,12.8,8,premium
9.7,0.14,0.59,1.5,0.049,23,142,0.9958,2.98,0.62,9.5,5,Bad
9.2,0.15,0.68,1.6,0.046,22,130,0.9948,3.02,0.45,10.4,6,good
9.4,0.17,0.55,1.6,0.049,14,94,0.9949,3.02,0.61,10.3,6,good
5.2,0.365,0.08,13.5,0.041,37,142,0.997,3.46,0.39,9.9,6,good
6.3,0.23,0.22,3.75,0.039,37,116,0.9927,3.23,0.5,10.7,6,good
9.6,0.25,0.54,1.3,0.04,16,160,0.9938,2.94,0.43,10.5,5,Bad
9.2,0.32,0.42,1.3,0.046,14,186,0.9949,3.08,0.48,9.6,5,Bad
6.4,0.31,0.4,6.2,0.04,46,169,0.9953,3.15,0.46,9.3,6,good
8.1,0.2,0.36,9.7,0.044,63,162,0.997,3.1,0.46,10,6,good
7.9,0.255,0.26,2,0.026,40,190,0.9932,3.04,0.39,11.2,6,good
7,0.15,0.34,1.4,0.039,21,177,0.9927,3.32,0.62,10.8,5,Bad
6.4,0.15,0.31,1.1,0.044,25,96,0.9932,3.54,0.51,10.3,6,good
6.4,0.25,0.53,6.6,0.038,59,234,0.9955,3.03,0.42,8.8,5,Bad
7.6,0.19,0.42,1.5,0.044,6,114,0.9914,3.04,0.74,12.8,6,good
7.3,0.43,0.37,4.6,0.028,17,114,0.991,3.23,0.43,13.2,6,good
5.1,0.31,0.3,0.9,0.037,28,152,0.992,3.54,0.56,10.1,6,good
6.2,0.2,0.26,1.7,0.093,40,161,0.9924,3.44,0.66,11,5,Bad
6.9,0.16,0.35,1.3,0.043,21,182,0.9927,3.25,0.62,10.8,6,good
7.7,0.32,0.48,2.3,0.04,28,114,0.9911,3.2,0.52,12.8,7,good
6.5,0.22,0.72,6.8,0.042,33,168,0.9958,3.12,0.36,9.2,6,good
6.8,0.26,0.33,1.5,0.047,44,167,0.9928,3.12,0.44,10.5,6,good
5.2,0.37,0.33,1.2,0.028,13,81,0.9902,3.37,0.38,11.7,6,good
8.4,0.19,0.43,2.1,0.052,20,104,0.994,2.85,0.46,9.5,5,Bad
8.3,0.21,0.41,2.2,0.05,24,108,0.994,2.85,0.45,9.5,5,Bad
6.8,0.15,0.32,8.8,0.058,24,110,0.9972,3.4,0.4,8.8,6,good
7.9,0.16,0.64,17,0.05,69,210,1.0004,3.15,0.51,9.3,7,good
7.8,0.21,0.39,1.8,0.034,62,180,0.991,3.09,0.75,12.6,8,premium
9,0.24,0.5,1.2,0.048,26,107,0.9918,3.21,0.34,12.4,6,good
5.7,0.21,0.24,2.3,0.047,60,189,0.995,3.65,0.72,10.1,6,good
7.8,0.29,0.36,7,0.042,38,161,0.9941,3.26,0.37,11.2,8,premium
6.7,0.18,0.3,6.4,0.048,40,251,0.9956,3.29,0.52,10,5,Bad
6.7,0.18,0.3,6.4,0.048,40,251,0.9956,3.29,0.52,10,5,Bad
8.4,0.58,0.27,12.15,0.033,37,116,0.9959,2.99,0.39,10.8,6,good
7.2,0.16,0.32,0.8,0.04,50,121,0.9922,3.27,0.33,10,6,good
7.6,0.54,0.23,2,0.029,13,151,0.9931,3.04,0.33,10.4,5,Bad
8.4,0.58,0.27,12.15,0.033,37,116,0.9959,2.99,0.39,10.8,6,good
6.6,0.25,0.31,12.4,0.059,52,181,0.9984,3.51,0.47,9.8,6,good
7.3,0.23,0.37,1.9,0.041,51,165,0.9908,3.26,0.4,12.2,8,premium
7.3,0.39,0.37,1.1,0.043,36,113,0.991,3.39,0.48,12.7,8,premium
7,0.46,0.39,6.2,0.039,46,163,0.9928,3.21,0.35,12.2,7,good
8.2,0.35,0.4,6.3,0.039,35,162,0.9936,3.15,0.34,11.9,7,good
7.8,0.29,0.36,7,0.042,38,161,0.9941,3.26,0.37,11.2,8,premium
9.2,0.35,0.39,0.9,0.042,15,61,0.9924,2.96,0.28,10.4,4,Bad
8,0.57,0.39,3.9,0.034,22,122,0.9917,3.29,0.67,12.8,7,good
6.5,0.37,0.33,3.9,0.027,40,130,0.9906,3.28,0.39,12.7,7,good
5.7,0.21,0.24,2.3,0.047,60,189,0.995,3.65,0.72,10.1,6,good
6.7,0.18,0.3,6.4,0.048,40,251,0.9956,3.29,0.52,10,5,Bad
7.8,0.13,0.3,1.8,0.04,43,179,0.9955,3.43,0.41,9,5,Bad
7.6,0.19,0.41,1.1,0.04,38,143,0.9907,2.92,0.42,11.4,5,Bad
7.3,0.22,0.41,15.4,0.05,55,191,1,3.32,0.59,8.9,6,good
6.3,0.29,0.4,6.5,0.039,43,167,0.9953,3.15,0.44,9.3,6,good
6.8,0.35,0.32,2.4,0.048,35,103,0.9911,3.28,0.46,12,8,premium
6.5,0.19,0.32,1.4,0.04,31,132,0.9922,3.36,0.54,10.8,7,good
6.2,0.12,0.26,5.7,0.044,56,158,0.9951,3.52,0.37,10.5,6,good
6,0.13,0.28,5.7,0.038,56,189.5,0.9948,3.59,0.43,10.6,7,good
6.4,0.25,0.33,1.4,0.04,42,115,0.9906,3.19,0.48,11.3,7,good
6.9,0.32,0.16,1.4,0.051,15,96,0.994,3.22,0.38,9.5,4,Bad
7.6,0.19,0.41,1.1,0.04,38,143,0.9907,2.92,0.42,11.4,5,Bad
6.7,0.13,0.28,1.2,0.046,35,140,0.9927,3.33,0.33,10.1,7,good
7,0.14,0.41,0.9,0.037,22,95,0.9914,3.25,0.43,10.9,6,good
7.6,0.27,0.24,3.8,0.058,19,115,0.9958,3.15,0.45,8.9,5,Bad
7.3,0.22,0.41,15.4,0.05,55,191,1,3.32,0.59,8.9,6,good
7.4,0.64,0.47,14.15,0.168,42,185,0.9984,2.9,0.49,9.3,5,Bad
7.6,0.28,0.39,1.9,0.052,23,116,0.9941,3.25,0.4,10.4,6,good
8.3,0.26,0.41,9.2,0.042,41,162,0.9944,3.1,0.38,12,7,good
10.7,0.22,0.56,8.2,0.044,37,181,0.998,2.87,0.68,9.5,6,good
10.7,0.22,0.56,8.2,0.044,37,181,0.998,2.87,0.68,9.5,6,good
6.9,0.23,0.34,2.7,0.032,24,121,0.9902,3.14,0.38,12.4,7,good
6.2,0.3,0.32,1.7,0.032,30,130,0.9911,3.28,0.41,11.2,7,good
6.9,0.27,0.41,1.7,0.047,6,134,0.9929,3.15,0.69,11.4,6,good
6.9,0.28,0.41,1.7,0.05,10,136,0.993,3.16,0.71,11.4,6,good
6.9,0.28,0.3,1.6,0.047,46,132,0.9918,3.35,0.38,11.1,7,good
6.9,0.46,0.2,0.9,0.054,5,126,0.992,3.1,0.42,10.4,6,good
6.9,0.38,0.32,8.5,0.044,36,152,0.9932,3.38,0.35,12,7,good
5.7,0.43,0.3,5.7,0.039,24,98,0.992,3.54,0.61,12.3,7,good
6.6,0.56,0.16,3.1,0.045,28,92,0.994,3.12,0.35,9.1,6,good
7.1,0.36,0.56,1.3,0.046,25,102,0.9923,3.24,0.33,10.5,6,good
6.8,0.23,0.4,1.6,0.047,5,133,0.993,3.23,0.7,11.4,6,good
6.2,0.33,0.29,1.3,0.042,26,138,0.9956,3.77,0.64,9.5,5,Bad
5.6,0.49,0.13,4.5,0.039,17,116,0.9907,3.42,0.9,13.7,7,good
6.6,0.42,0.33,2.8,0.034,15,85,0.99,3.28,0.51,13.4,6,good
7.3,0.18,0.29,1.2,0.044,12,143,0.9918,3.2,0.48,11.3,7,good
8.1,0.19,0.4,0.9,0.037,73,180,0.9926,3.06,0.34,10,6,good
5.9,0.19,0.26,7.4,0.034,33,123,0.995,3.49,0.42,10.1,6,good
6.2,0.16,0.47,1.4,0.029,23,81,0.99,3.26,0.42,12.2,6,good
6.6,0.42,0.33,2.8,0.034,15,85,0.99,3.28,0.51,13.4,6,good
5.7,0.135,0.3,4.6,0.042,19,101,0.9946,3.31,0.42,9.3,6,good
5.6,0.49,0.13,4.5,0.039,17,116,0.9907,3.42,0.9,13.7,7,good
6.9,0.19,0.33,1.6,0.039,27,98,0.9898,3.09,0.46,12.3,7,good
7.3,0.18,0.29,1.2,0.044,12,143,0.9918,3.2,0.48,11.3,7,good
7.3,0.25,0.36,13.1,0.05,35,200,0.9986,3.04,0.46,8.9,7,good
7.3,0.25,0.36,13.1,0.05,35,200,0.9986,3.04,0.46,8.9,7,good
7,0.2,0.34,5.7,0.035,32,83,0.9928,3.19,0.46,11.5,6,good
7.3,0.25,0.36,13.1,0.05,35,200,0.9986,3.04,0.46,8.9,7,good
6.3,0.67,0.48,12.6,0.052,57,222,0.9979,3.17,0.52,9.3,6,good
7.4,0.4,0.29,5.4,0.044,31,122,0.994,3.3,0.5,11.1,8,premium
7.1,0.26,0.31,2.2,0.044,29,128,0.9937,3.34,0.64,10.9,8,premium
9,0.31,0.48,6.6,0.043,11,73,0.9938,2.9,0.38,11.6,5,Bad
6.3,0.39,0.24,6.9,0.069,9,117,0.9942,3.15,0.35,10.2,4,Bad
8.2,0.22,0.36,6.8,0.034,12,90,0.9944,3.01,0.38,10.5,8,premium
7.1,0.19,0.28,3.6,0.033,16,78,0.993,2.91,0.78,11.4,6,good
7.3,0.25,0.36,13.1,0.05,35,200,0.9986,3.04,0.46,8.9,7,good
7.9,0.2,0.34,1.2,0.04,29,118,0.9932,3.14,0.41,10.6,6,good
7.1,0.26,0.32,5.9,0.037,39,97,0.9934,3.31,0.4,11.6,6,good
7,0.2,0.34,5.7,0.035,32,83,0.9928,3.19,0.46,11.5,6,good
6.9,0.3,0.33,4.1,0.035,26,155,0.9925,3.25,0.79,12.3,8,premium
8.1,0.29,0.49,7.1,0.042,22,124,0.9944,3.14,0.41,10.8,6,good
5.8,0.17,0.3,1.4,0.037,55,130,0.9909,3.29,0.38,11.3,6,good
5.9,0.415,0.02,0.8,0.038,22,63,0.9932,3.36,0.36,9.3,5,Bad
6.6,0.23,0.26,1.3,0.045,16,128,0.9934,3.36,0.6,10,6,good
8.6,0.55,0.35,15.55,0.057,35.5,366.5,1.0001,3.04,0.63,11,3,Bad
6.9,0.35,0.74,1,0.044,18,132,0.992,3.13,0.55,10.2,5,Bad
7.6,0.14,0.74,1.6,0.04,27,103,0.9916,3.07,0.4,10.8,7,good
9.2,0.28,0.49,11.8,0.042,29,137,0.998,3.1,0.34,10.1,4,Bad
6.2,0.18,0.49,4.5,0.047,17,90,0.9919,3.27,0.37,11.6,6,good
5.3,0.165,0.24,1.1,0.051,25,105,0.9925,3.32,0.47,9.1,5,Bad
9.8,0.25,0.74,10,0.056,36,225,0.9977,3.06,0.43,10,4,Bad
8.1,0.29,0.49,7.1,0.042,22,124,0.9944,3.14,0.41,10.8,6,good
6.8,0.22,0.49,0.9,0.052,26,128,0.991,3.25,0.35,11.4,6,good
7.2,0.22,0.49,1,0.045,34,140,0.99,3.05,0.34,12.7,6,good
7.4,0.25,0.49,1.1,0.042,35,156,0.9917,3.13,0.55,11.3,5,Bad
8.2,0.18,0.49,1.1,0.033,28,81,0.9923,3,0.68,10.4,7,good
6.1,0.22,0.49,1.5,0.051,18,87,0.9928,3.3,0.46,9.6,5,Bad
7,0.39,0.24,1,0.048,8,119,0.9923,3,0.31,10.1,4,Bad
6.1,0.22,0.49,1.5,0.051,18,87,0.9928,3.3,0.46,9.6,5,Bad
6.5,0.36,0.49,2.9,0.03,16,94,0.9902,3.1,0.49,12.1,7,good
7.1,0.29,0.49,1.2,0.031,32,99,0.9893,3.07,0.33,12.2,6,good
7.4,0.25,0.49,1.1,0.042,35,156,0.9917,3.13,0.55,11.3,5,Bad
6.9,0.23,0.24,14.2,0.053,19,94,0.9982,3.17,0.5,9.6,5,Bad
8.5,0.56,0.74,17.85,0.051,51,243,1.0005,2.99,0.7,9.2,5,Bad
8.2,0.18,0.49,1.1,0.033,28,81,0.9923,3,0.68,10.4,7,good
6.3,0.23,0.49,7.1,0.05,67,210,0.9951,3.23,0.34,9.5,5,Bad
6.1,0.25,0.49,7.6,0.052,67,226,0.9956,3.16,0.47,8.9,5,Bad
7.2,0.26,0.74,13.6,0.05,56,162,0.998,3.03,0.44,8.8,5,Bad
7.2,0.31,0.24,1.4,0.057,17,117,0.9928,3.16,0.35,10.5,5,Bad
8,0.25,0.49,1.2,0.061,27,117,0.9938,3.08,0.34,9.4,5,Bad
7,0.18,0.49,5.3,0.04,34,125,0.9914,3.24,0.4,12.2,6,good
7.8,0.43,0.49,13,0.033,37,158,0.9955,3.14,0.35,11.3,6,good
8.3,0.2,0.74,4.45,0.044,33,130,0.9924,3.25,0.42,12.2,6,good
6.3,0.27,0.49,1.2,0.063,35,92,0.9911,3.38,0.42,12.2,6,good
7.4,0.16,0.49,1.2,0.055,18,150,0.9917,3.23,0.47,11.2,6,good
7.4,0.16,0.49,1.2,0.055,18,150,0.9917,3.23,0.47,11.2,6,good
6.9,0.19,0.49,6.6,0.036,49,172,0.9932,3.2,0.27,11.5,6,good
7.8,0.43,0.49,13,0.033,37,158,0.9955,3.14,0.35,11.3,6,good
